0,84.6082452940732,0.1,10,0,0.01,0,0,-0.0995575497189162,-0.00939650434818827,-0.6,0,0,0,-5.99314110023276,0,5.9997385966177,-0.0560068947175514
0.01,84.2221145195567,0.199995458263606,10.0009955756507,0.0126336517571447,0.01,-0.0995575497189162,-0.00939650434818827,-0.198979409245346,-0.0201340016500169,-0.600000116831614,-1.51531628502987e-05,0,0,-5.89319013231948,0.00408234369515142,5.99973862360727,-0.0560040033852994
0.02,83.4847761667003,0.299945773505789,10.0029853711061,0.026696326817837,0.01,-0.198979409245346,-0.0201340016500169,-0.298008646263218,-0.034034009407508,-0.600000388771913,-4.71701375876024e-05,0,0,-5.79298502801882,0.00864313422417597,5.99973868108273,-0.0559978456695862
0.03,81.910837238117,0.295996164619269,10.0059654630777,0.0440386533635863,8.2592808718571e-05,-0.298008646263218,-0.034034009407508,-0.293051088868529,-0.0416507956981254,-0.60000092837597,-9.99717184896104e-05,0,0,-5.69278893777872,0.0144367132829074,5.99973877728616,-0.0559875372625432
0.04,82.6066878316402,0.29937842713797,10.0088959861876,0.120137338007081,2.45100729126464e-05,-0.293051088868529,-0.0416507956981254,-0.296889451552866,-0.0385239690613997,-0.600032926030385,-0.000166221419069729,0,0,-5.69659541876835,0.0176173617617636,5.99973889324587,-0.0559751094040936
0.05,82.1968350622239,0.294656563463048,10.0118648973738,0.210340891264639,2.68098271307542e-05,-0.296889451552866,-0.0385239690613997,-0.291928144523856,-0.0400056099405099,-0.600093741794587,-0.00023328435757241,0,0,-5.69157340383319,0.0161912217721146,5.99973900110392,-0.055963547355052
0.06,82.3927881815152,0.298452240595087,10.0147842015884,0.313726418632949,1.54357722740602e-05,-0.291928144523856,-0.0400056099405099,-0.295825528190352,-0.0395094518707488,-0.600186008728841,-0.000307045534835919,0,0,-5.69537863214613,0.0167491773986052,5.99973911268462,-0.0559515837345181
0.07,82.1935365654739,0.293595375380759,10.0177424848128,0.408912556798576,2.46488375681596e-05,-0.295825528190352,-0.0395094518707488,-0.290874487384423,-0.0398782777187988,-0.600307063101254,-0.000385631476883455,0,0,-5.69030664732123,0.0164471029410448,5.99973922303806,-0.0559397491829601
0.08,82.2985097588274,0.297508112837455,10.0206512633863,0.513383818294961,1.56027113596946e-05,-0.290874487384423,-0.0398782777187988,-0.294824504706376,-0.0398696454554632,-0.600459545852932,-0.000470970590181848,0,0,-5.69410429306071,0.0165291497490601,5.99973933420727,-0.0559278246143415
0.09,82.1346884402497,0.292639105907367,10.0235995476438,0.609280236213056,2.44189768009248e-05,-0.294824504706376,-0.0398696454554632,-0.289886101882257,-0.0400461513977611,-0.60064074204661,-0.000565238665970575,0,0,-5.68898480525895,0.0164349797469775,5.9997394454233,-0.055915892478768
