0,-82.1685947758821,0.1,5,0,9.90673302605908,1.36258605247166,0,0,0.0990673302605908,-0.0136258605247166,3.44814128846991,-0.576207039849575,0,0,-8.34031347692963,0,5.98486382249869,0.425916689208496
0.01,-82.0008524943027,0.199999142884169,4.99900932708828,0.106489654792138,9.89858488362369,1.4205693582844,0.0990673302605908,-0.0136258605247166,0.198053179096828,-0.0278315541075606,3.44812090896037,-0.576190365303333,0,0,-8.43995223283579,0.00834677618471921,5.98486339246168,0.425922731926931
0.02,-81.7943417128356,0.299995245612333,4.99702879852523,0.213473287365416,9.88707573868408,1.49857710429748,0.198053179096828,-0.0278315541075606,0.296923936483669,-0.0428173251505354,3.44808019086289,-0.576156749721992,0,0,-8.54008344575471,0.017078941280078,5.98486252041722,0.425934985303155
0.03,-81.5233831245738,0.399981826816567,4.9940595704974,0.321119534312393,9.86885304017946,1.61423036501631,0.296923936483669,-0.0428173251505354,0.395612466885463,-0.0589596288006985,3.44801919265674,-0.576105834750791,0,0,-8.6406737689307,0.0263223464411788,5.98486119024601,0.425953675283
0.04,-81.1182919191567,0.499931836236037,4.9901034740825,0.429745112378481,9.83247903699138,1.82273310913173,0.395612466885463,-0.0589596288006985,0.493937257255377,-0.0771869598920158,3.44793800768734,-0.576037089238286,0,0,-8.7416566985672,0.0363136586345051,5.98485937805991,0.425979136635002
0.05,-80.1605928956347,0.598647410115584,4.98516416064951,0.540127613534178,9.5904407507457,2.51142236197343,0.493937257255377,-0.0771869598920158,0.589841664762834,-0.10230118351175,3.44783682368061,-0.5759495557816,0,0,-8.84285219979713,0.0476364003291071,5.98485704087935,0.426011971940742
0.06,-79.999334412362,0.498659234274136,4.97926586110692,0.655894261447658,9.87591906760755,1.57042114417298,0.589841664762834,-0.10230118351175,0.491082474086758,-0.0865969720700203,3.4477169342453,-0.575840086984762,0,0,-8.94220510903827,0.0633029220506154,5.98485403879992,0.426054144751921
0.07,-80.6298827054705,0.594235006521319,4.97435517001388,0.678596989288323,9.52237797329131,1.01512563754409,0.491082474086758,-0.0865969720700203,0.586306253819671,-0.0967482284454612,3.44768962411792,-0.575729519350195,0,0,-8.84623487966848,0.0528916163186991,5.98485150937023,0.426089674586035
0.08,-79.5087521309885,0.495926862202928,4.96849229425715,0.777740253407876,9.86699332819274,0.644722320824181,0.586306253819671,-0.0967482284454612,0.487636320537744,-0.0903010052372194,3.44764407531196,-0.575603946165394,0,0,-8.94485638201132,0.0591727858603116,5.9848486272371,0.426130155067863
0.09,-80.7791591720071,0.591194825443869,4.96361614106566,0.841219265432154,9.5919111631205,0.443219495002872,0.487636320537744,-0.0903010052372194,0.583555432168949,-0.0947332001872481,3.44769088736204,-0.575473025413037,0,0,-8.84898148030026,0.0545731257302758,5.98484602510717,0.426166699495513
0.1,-79.2599454525087,0.49292390670871,4.95778084415679,0.929758193289692,9.92661918687707,0.287510563672549,0.583555432168949,-0.0947332001872481,0.484289240300178,-0.0918580945505226,3.44771904863089,-0.575329752540346,0,0,-8.94827299650381,0.0572651200554085,5.9848431881731,0.426206537934415
0.11,-80.8865526803177,0.587309581569229,4.95293823758773,1.01723771589184,9.5606532651562,0.116575785156947,0.484289240300178,-0.0918580945505226,0.57989577295174,-0.0930238524020921,3.44783980196551,-0.575179515342791,-0.000990310949344257,0.00100396171749071,-8.85179427592444,0.0549082297261371,5.98484055786001,0.426243471497071
0.12,-79.2686828531809,0.488659527467898,4.94713960578644,1.0977540748064,9.97823304764456,0.203365436037323,0.57989577295174,-0.0930238524020921,0.480113442475295,-0.0909901980417189,3.44794203970416,-0.575018462299283,-0.00191795510891583,0.00219965876691007,-8.95074840325362,0.0555458672656892,5.98483776113367,0.426282738224964
0.13,-81.3116904851496,0.577414322458602,4.94233882558289,1.19975079687401,9.06748942146987,0.376649438842552,0.480113442475295,-0.0909901980417189,0.570788336689994,-0.0872237036532933,3.4481370797898,-0.574850094160241,-0.00844920879715978,0.00758171234506667,-8.85373468865845,0.0537253434056496,5.9848351543558,0.426319334756232
