0,-0.0451122992423133,0.0892461789494205,1.51736450072328,-0.583548444671946,0,0,-7.66548963672136,0.525819165056162,5.98834306261143,0.373827987814612
0.01,-0.0418582821841704,-0.0107008638932035,1.59777915832006,-1.17619111819327,0,0,-7.61764788327108,0.474271552022593,5.98834473559608,0.373801187342546
0.02,-0.0401242292854782,-0.110685828065546,1.59787512237053,-1.17614760290326,0,0,-7.62355441177109,0.530814865298534,5.98834458862343,0.373803541856461
0.03,-0.0418935053072366,-0.210670175152271,1.59800735470799,-1.17603579387046,0,0,-7.62832169189975,0.587110870311165,5.9883426227057,0.373835034589043
0.04,-0.0434323427886811,-0.158904408569766,1.59817752048916,-1.17585573608774,0,0,-7.62994870466181,0.643055726083454,5.98833884138397,0.373895601434525
0.05,-0.0403451612150656,-0.189569788609105,1.59838236210037,-1.17568184824134,-0.000631653092391698,-0.000973855846555032,-7.62643187246979,0.613144844993855,5.98833600224675,0.373941070484932
0.06,-0.0474363049038766,-0.177679595090929,1.59862116783085,-1.17547398387095,-0.0039022160179243,-0.00623752100782721,-7.63048785847477,0.630036387458274,5.98833260175797,0.37399552232957
0.07,-0.0462881048117474,-0.188509894706327,1.59889806145528,-1.1752528913595,-0.0106682764354058,-0.0097794222903451,-7.62284731488042,0.622476035329385,5.98832942504879,0.374046383614128
0.08,-0.0550074583248445,-0.18664632586688,1.59920932943256,-1.17500772944691,-0.0183016244529774,-0.0137932908851847,-7.62424121296865,0.628054276244618,5.98832604966423,0.374100418220597
0.09,-0.0540030915611638,-0.191528081332658,1.59955954742365,-1.1747446310283,-0.0265855869430848,-0.017024521378917,-7.615299769657,0.62608731966623,5.98832271761527,0.374153751408329
0.1,-0.0622267296421954,-0.192313978827176,1.59994394035903,-1.17446060860498,-0.034188276032171,-0.0203364384264606,-7.61630168913673,0.628274544620822,5.98831929516768,0.374208523583445
0.11,-0.0617491138289354,-0.195414551902969,1.6003669385418,-1.17415760220523,-0.0425167065705458,-0.0233242587082677,-7.60791521309392,0.627803934475686,5.98831586729372,0.37426337453484
0.12,-0.0693024887211253,-0.196844937190866,1.60082418505276,-1.17383477519503,-0.0501479721295284,-0.0262755513054314,-7.60829108362476,0.628946252983175,5.98831238198041,0.374319136326417
