0,-23.75,150,-23.75,130,-23.75,170,0,0,0,0,0,0,-8.34031347692963,0,5.98329995891334,0.44734952963838
0.01,-23.7509824613547,150.000186466315,-23.7492476421011,129.999341245424,-23.7493726116326,170.000778706515,-0.0982461354661926,0.0186466314909298,0.0752357898950874,-0.0658754576368336,0.0627388367354993,0.0778706515002691,-8.24150822164487,-0.0113167818990177,5.98330082341432,0.44733796678746
0.02,-23.7529467614425,150.000562650057,-23.7477455135352,129.998020793071,-23.7481175365737,170.002335879097,-0.196430008785422,0.0376183741634829,0.150212856588233,-0.132045235255408,0.125507505893977,0.155717258183371,-8.14221213323113,-0.0226561848271313,5.98330256296947,0.447314699024012
0.03,-23.7558921668143,150.001132308401,-23.7454964220673,129.996035475,-23.7462345646032,170.004671348196,-0.294540537180752,0.0569658344099604,0.224909146783195,-0.198531807065887,0.188297197048451,0.233546909889682,-8.04243798403979,-0.0340409742832322,5.98330518967876,0.447279562648688
0.04,-23.7598178012039,150.001899833045,-23.7425034172815,129.993381880808,-23.7437235785566,170.007785019274,-0.392563438953946,0.0767524644404347,0.299300478587729,-0.265359419265844,0.251098604661809,0.311367107793446,-7.94220220086758,-0.0455006393422813,5.98330871760353,0.447232366728572
0.05,-23.7647225565031,150.002870636425,-23.7387691685474,129.990057050882,-23.7405841555737,170.01167655089,-0.490475529923294,0.0970803379644913,0.373424873404321,-0.332482992569668,0.313942298285416,0.389153161631793,-7.84153074856359,-0.0570864645897898,5.98331316402254,0.447172876228632
0.06,-23.7706054248553,150.004049513963,-23.7342974887632,129.986056798536,-23.7368160434161,170.016345739192,-0.588286835220772,0.117887753854109,0.447167978422474,-0.400025234628114,0.376811215761352,0.466918830248503,-7.74041625239609,-0.0687508827100667,5.98331854406291,0.447100883775515
0.07,-23.7774651382138,150.005442339705,-23.7290931677469,129.981375931155,-23.7324196433163,170.021792908383,-0.685971335847029,0.139282574194529,0.520432101633019,-0.468086738065741,0.439640009984178,0.544716919020052,-7.6388883455349,-0.0805469254649833,5.98332487624153,0.447016135446194
0.08,-23.7853000517946,150.007056489929,-23.7231613663596,129.976008935281,-23.7273954740673,170.028018477146,-0.783491358083775,0.161415022385918,0.593180138721493,-0.536699587443785,0.502416924903017,0.622556876325236,-7.53698931062396,-0.092550424972544,5.98333218383329,0.446918312339902
0.09,-23.7941079394906,150.00890155436,-23.7165076630665,129.969949944003,-23.7217441785761,170.035022963541,-0.880788769599047,0.184506443139696,0.665370329310037,-0.605899127780333,0.565129549112785,0.700448639463095,-7.43478337342384,-0.104875873330985,5.98334049716815,0.446806999662683
0.1,-23.8038855917269,150.010990661281,-23.709138111674,129.963192696684,-23.7154665309198,170.042806990162,-0.977765223628635,0.208910692028919,0.736955139258257,-0.675724731857042,0.627764765633881,0.778402662139,-7.33237746175959,-0.117710505893954,5.9833498579097,0.446681629185662
0.11,-23.8146278772435,150.01334336379,-23.7010593153165,129.955730487253,-23.7085634438219,157.051371289495,-1.07422855166495,0.235270250905314,0.807879635747041,-0.746220943087238,0.690308709789529,0.856429933329623,-7.22997725920542,-0.131401545997123,5.98336032836752,0.446541354095788
0.12,-23.8260880968062,150.014999955169,-23.6924258874888,129.947436181715,-23.7025206326411,157.060445417571,-1.14602195626102,0.165659137880846,0.863342782766668,-0.829430553846328,0.60428111808022,0.907412807559077,-7.15119978991455,-0.0902067711582958,5.98336866235409,0.446429670115076
0.13,-23.8382013508708,150.015899218389,-23.6832333524875,129.938312780785,-23.697334265481,157.070035785551,-1.21132540646482,0.0899263220644489,0.91925350012798,-0.91234009300886,0.518636716008504,0.959036798045848,-7.07869327601645,-0.0461996349502383,5.98337464278204,0.446349508919797
0.14,-23.85063717308,150.016068854495,-23.673477098687,129.928363413079,-23.6930001017779,157.080149364071,-1.24358222092317,0.0169636105360356,0.975625380058992,-0.994936770623904,0.433416370314902,1.01135785193301,-7.03925640327334,-0.00444405355356578,5.98337828157353,0.44630072775445
0.15,-23.8627195246211,150.016620636327,-23.6631532560054,129.917590733243,-23.6895136526121,157.090793395286,-1.20823515410696,0.0551781832104017,1.03238426815822,-1.07726798354913,0.348644916580522,1.06440312157847,-7.06778017947648,-0.0260687254087172,5.98338309877225,0.44623614076694
0.16,-23.8750629999271,150.017007595452,-23.6522617083574,129.905994821319,-23.6868712717405,157.101973662192,-1.23434753059562,0.0386959125348907,1.08915476479881,-1.15959119237374,0.264238087155842,1.11802669052416,-7.03464882763248,-0.0165021664117168,5.98338743266908,0.446178025655424
0.17,-23.8871100230585,150.017497914501,-23.6407992355978,129.893577907254,-23.685067910131,157.113698030813,-1.20470231314069,0.0490319048842293,1.14624727595828,-1.24169140656047,0.180336160952028,1.17243686217698,-7.05748526452519,-0.0222449632406527,5.98339203446254,0.446116309868023
