0,0,50.9402991271528,63.7748104627061,-0.0611662439199365,1.07439961343171,0,-8.73192716699507,0.300495320158191,5.9924704890857
0.01,0,92.6222146397094,63.7745797833228,-0.151492370403082,-0.982765245146044,0,-8.66591831860414,0.300471052484835,5.99247170595061
0.02,0,92.6195577499595,63.774927554434,-0.241713571309317,-0.982612581257287,0,-8.57279525358081,0.3004327765392,5.99247362503841
0.03,0,92.6153716714226,63.7758517866258,-0.331817682388425,-0.982370770430424,0,-8.4791249114636,0.300380429642042,5.99247624922186
0.04,0,92.6096587592965,63.777350403494,-0.421782857600524,-0.982039891336459,-0.00677335689777591,-8.38491832007266,0.300313942597219,5.99247958159907
0.05,0,92.6024218140584,63.7794208611925,-0.511595609976731,-0.981620039000158,-0.0155449796711555,-8.29019517380419,0.300233234091922,5.9924836257721
0.06,0,92.5936639179856,63.7820605269632,-0.601240566741739,-0.981111315941665,-0.0244232526165489,-8.19496836437207,0.30013821592813,5.99248838558236
0.07,0,92.5833884676112,63.7852666626077,-0.690698221902795,-0.980513833149697,-0.0333559849231942,-8.09925276865858,0.300028792125781,5.99249386515293
0.08,0,92.571599247412,63.7890363244209,-0.779944665128085,-0.979827713173443,-0.0423177402431115,-8.0030672207496,0.299904856787028,5.99250006899254
0.09,0,92.5583005065149,63.7933662686852,-0.868950740767155,-0.979053093240359,-0.0512942723161242,-7.90643479953059,0.299766291929099,5.99250700210046
0.1,0,92.5434970484882,63.7982528467294,-0.957680676037459,-0.978190128859013,-0.0602765765484628,-7.80938362339452,0.299612964994589,5.99251467008694
0.11,0,92.5271943429999,63.8036918779737,-1.04609002738088,-0.977238998286482,-0.0692582464266537,-7.7119481299525,0.299444725802634,5.99252307932051
0.12,0,92.5093986701834,63.8096784882841,-1.13412261344227,-0.976199908315982,-0.0782341303945271,-7.61417098742622,0.299261402663417,5.99253223711612
0.13,0,92.4901173134455,63.8162068961776,-1.22170582031204,-0.975073102042326,-0.0871995371051345,-7.51610595072321,0.299062797265079,5.99254215198291
0.14,0,92.4693588255713,63.8232701198991,-1.3087431266241,-0.973858869646592,-0.0961496558068241,-7.41782223985339,0.298848677729445,5.99255283396145
