0,97.082439194738,0,80,0.0510308689340244,-1.78196855685047,0,0,5.23142776449019
0.01,97.0814370846262,0,79.998610070732,0.102062701392585,-1.78194494746293,0,0,5.23143811369042
0.02,97.0794295329559,0,79.9958302323133,0.153096491442012,-1.78189776001174,0,0,5.23145881207418
0.03,97.0764122855259,0,79.9916605255383,0.204133265452937,-1.78182704023275,0,0,5.23148985960172
0.04,97.0723794994066,0,79.9861010124616,0.255174084198405,-1.78173286174277,0,0,5.23153125620346
0.05,97.0673220319133,0,79.979151776996,0.306179166483217,-1.78161536854771,-0.00100528616774801,0,5.23158300177281
0.06,97.0612199122535,0,79.9708121302615,0.357120781347858,-1.78147503398926,-0.0026944090423651,0,5.23164510467928
0.07,97.0554927718011,0,79.9610808405607,0.407998358806662,-1.78135265003214,-0.00438448525333272,0,5.23171757924709
0.08,97.0492879418815,0,79.9499566668288,0.458811690074285,-1.78122109345905,-0.00607531462190498,0,5.23180044009065
0.09,97.04344334242,0,79.9374383633183,0.509560181576065,-1.78110743168381,-0.00776677216156095,0,5.23189370203882
0.1,97.0371270943216,0,79.9235246736762,0.56024360290923,-1.78098452470481,-0.00945878109962816,0,5.23199738021433
0.11,97.0311660988734,0,79.9082143359396,0.610861328330844,-1.78087951635318,-0.0111512788200525,0,5.23211148995779
0.12,97.0247335297206,0,79.8915060762023,0.661413104822368,-1.78076515574736,-0.0128442223927963,0,5.2322360469091
0.13,97.0186650058429,0,79.8733985627455,0.711898263654316,-1.78066894133271,-0.0145374773188705,0,5.23237106692953
0.14,97.0121820585817,0,79.8538902777957,0.762316496353248,-1.78056462560073,-0.0162306703999744,0,5.23251656618718
0.15,97.0060360545549,0,79.8329797536197,0.812667103948902,-1.78047770741952,-0.0179238206316005,0,5.23267256108171
0.16,96.9994991995429,0,79.8106656124507,0.86294973797384,-1.78038345606018,-0.0196170838266514,0,5.23283906832439
0.17,96.9932745477429,0,79.7869463525145,0.913163665565827,-1.78030577388533,-0.0213101782214192,0,5.2330161048649
0.18,96.9866815353391,0,79.7618206618819,0.963308492134826,-1.78022154901997,-0.0230035050833452,0,5.23320368796991
0.19,96.9803764913915,0,79.735287005091,1.01338344620777,-1.78015304307896,-0.0246965639361846,0,5.23340183515253
0.2,96.9737253374118,0,79.7073440970441,1.06338808092649,-1.78007877938382,-0.0263899260821033,0,5.23361056424906
0.21,96.9673383550118,0,79.6779903680307,1.1133215808362,-1.7800193956414,-0.0280829308528289,0,5.23382989335135
0.22,96.9606271044952,0,79.6472245364469,1.16318344027674,-1.77995501460893,-0.0297762713216943,0,5.23405984088163
0.23,96.9541569822278,0,79.6150449959757,1.21297279334777,-1.7799047047694,-0.0314691655188222,0,5.23430042552792
0.24,96.9473837115287,0,79.5814504525571,1.26268906831335,-1.77985012244865,-0.0331623967019025,0,5.23455166631699
0.25,96.9408295705306,0,79.5464392591805,1.31233134102586,-1.77980884307129,-0.0348550868853479,0,5.23481358255298
0.26,96.9339924381664,0,79.5100100968508,1.36189896529733,-1.77976397453818,-0.0365480883645371,0,5.23508619388847
0.27,96.9273536691362,0,79.4721612720598,1.41139094934262,-1.77973168628971,-0.0382404429827111,0,5.23536952026654
0.28,96.9204509613576,0,79.4328914297785,1.46080656264581,-1.77969644834637,-0.039933057769122,0,5.23566358199012
0.29,96.91372717699,0,79.392198822312,1.51014473447616,-1.779673115559,-0.0416249032496467,0,5.23596839966746
0.3,96.9067573378997,0,79.3500820475618,1.55940463814748,-1.77964742844761,-0.043316931615136,0,5.23628399428021
0.31,96.89994833636,0,79.3065392936992,1.608585110308,-1.77963301895811,-0.0450080452090144,0,5.23661038713229
0.32,96.8929099841493,0,79.2615690995515,1.65768521371178,-1.77961680753165,-0.0466992352470753,0,5.23694759991699
0.33,96.8860157215193,0,79.2151695763276,1.70670367573015,-1.77961129275812,-0.0483893337254304,0,5.23729565466949
0.34,96.8789076542604,0,79.1673391897792,1.75563943086865,-1.77960448737632,-0.0500793673317098,0,5.23765457383335
0.35,96.8719282227992,0,79.1180759574639,1.8044910767493,-1.77960784261432,-0.0517680899071219,0,5.23802438021683
