0,10,5,5,0,22.3606797749979,22.3606797749979,28.2842712474619,28.2842712474619,0.1,-0.447699041720305,0,-4.21574178099472,6
0.01,9.998,5,4.9992087715026,0,22.360653101016,22.360653101016,28.2842156952888,28.2842156952888,0.2,-0.447779103955892,0,-4.31606360203949,6
0.02,9.994,5,4.9972088272612,0,22.3605997552442,22.3605997552442,28.2841045952461,28.2841045952461,0.3,-0.447951753296842,0,-4.41670727724174,6
0.03,9.988,5,4.99442013601175,0,22.3605197423482,22.3605197423482,28.2839379564779,28.2839379564779,0.4,-0.448204391222768,0,-4.51767287284396,6
0.04,9.98,5,4.99042277020139,0,22.3604130693127,22.3604130693127,28.2837157926914,28.2837157926914,0.5,-0.448549616371644,0.0085,-4.61896048825249,6
0.05,9.97,5,4.98563913834808,0,22.3602797644474,22.3602797644474,28.2834381592419,28.2834381592419,0.6,-0.448974760089576,0.0185,-4.7205702560887,6
0.06,9.958,5,4.97964685831305,0,22.3601198621753,22.3601198621753,28.2831051234583,28.2831051234583,0.7,-0.449492498215898,0.0285,-4.82250234225739,6
0.07,9.944,5,4.97287079247502,0,22.3599334000061,22.3599334000061,28.2827167586591,28.2827167586591,0.666033293533896,-0.450090089623901,0.0408803291901777,-4.92475694603238,6
0.08,9.92933966706466,4.99866033293534,4.96612928302314,0,22.3585221355594,22.3585221355594,28.2813257986244,28.2813257986244,0.700517927009797,-0.450555340190122,0.0440092119361052,-4.89293594473619,6
0.09,9.91333448779456,4.99666551220543,4.95906927964308,0,22.3564983812863,22.3564983812863,28.2794163985546,28.2794163985546,0.671653269123778,-0.450994734279355,0.0523259132507954,-4.92967790984766,6
0.1,9.89661795510333,4.99338204489667,4.95207519251334,0,22.3532955756599,22.3532955756599,28.2765407572222,28.2765407572222,0.701266985639924,-0.451308031889985,0.0555530991049078,-4.902978081575,6
0.11,9.87860528524693,4.98939471475307,4.94475815396601,0,22.3494368658026,22.3494368658026,28.2731125829508,28.2731125829508,0.677207095470421,-0.45158883588976,0.063648542018636,-4.93485261065845,6
0.12,9.85983321429222,4.98416678570777,4.93749938397797,0,22.34444285295,22.34444285295,28.2687526385074,28.2687526385074,0.702427102215505,-0.451750617990609,0.0671542047137149,-4.9129764845076,6
0.13,9.84103262857726,4.97955482090157,4.92993602980502,0,22.3387553785048,22.3387553785048,28.2638096386516,28.2638096386516,0.676479994892308,-0.451877585086146,0.0688196994395718,-4.94046211946112,6
0.14,9.82226339600724,4.97440764067616,4.92247887906375,0,22.3319179714777,22.3319179714777,28.257922202915,28.257922202915,0.680352608718639,-0.451880263520458,0.0489303404576253,-4.91669746821853,6
0.15,9.80352231014258,4.96957213427259,4.91491332549316,0,22.3241985468548,22.3241985468548,28.2513014816484,28.2513014816484,0.655710897686184,-0.451814590695834,0.0302910337033219,-4.9227655453213,6
0.16,9.78491143082621,4.96428650316132,4.90746921747754,0,22.3153434476555,22.3153434476555,28.2437464114524,28.2437464114524,0.652448536918982,-0.451625112662933,0.00431391715862791,-4.90024026757671,6
0.17,9.76633093897563,4.95918203191808,4.89996992447785,0,22.305545307411,22.305545307411,28.2354085868097,28.2354085868097,0.633473987248171,-0.451356333367516,-0.0160853938569659,-4.89908428552735,6
0.18,9.74787304054512,4.95373195385147,4.89255426236454,0,22.2946652247833,22.2946652247833,28.2261803937607,28.2261803937607,0.626091171817116,-0.45097326489784,-0.0407802525862521,-4.88215531069879,6
